BookID,Title,Authors,Category,Price,Quantity
727,"Potter Needlework Library, The: Essentials of Sewing, Volume 2","By Patterson, Debbie (PHT), Thompson, Sue, and Coe, Miriam"," Crafts & Hobbies , Sewing",4.99,3.0
728,Julius Caesar (Cambridge School Shakespeare),"By Shakespeare, William and Seward, Tim (EDT)"," Literary Criticism , Ancient & Classical",5.29,3.0
729,Men and Angels,"By Ward, Theodora",,13.17,3.0
730,Debrett's book of royal children,"By Kidd, Charles and Montague-Smith, Patrick",,4.99,3.0
731,"Rock, Roll & Remember","By Clark, Dick",,30.77,3.0
732,"Inside the House: An irreverent guided tour through the House of Representatives, from the days of  Adam Clayton Powell to those of Peter Rodino","By Rapoport, Daniel",,7.64,3.0
733,Everyone's Money Book,"By Goodman, Jordan Elliot and Bloch, H. I. Sonny"," Business & Economics , Personal Finance , General",7.56,3.0
734,"The United Lutheran Church in America, 1918-1962","By Bachmann, E. Theodore, Bachmann, Mercia Brenne, and Rorem, Paul (EDT)"," Religion , Christianity , Lutheran",5.29,3.0
735,God's Psychiatry: Healing for the Troubled Heart and Spirit,"By Allen, Charles L."," Religion , Meditations",5.29,3.0
736,In the Shadow of F.D.R.: From Harry Truman to Bill Clinton,"By Leuchtenburg, William E."," Political Science , History & Theory",10.99,3.0
737,The Nominative Case,"By MacKin, Edward"," Fiction , Mystery & Detective , General",14.62,3.0
738,The Dannon Book of Yogurt,"By Stuart, Sandra Lee"," Cooking , General",5.29,3.0
739,TERRITORIES OF THE VOICE,"By Desalvo, Louise, D'Arcy, Kathleen Walsh, and Hogan, Katherine"," Fiction , General",4.99,3.0
740,The sports factory: An investigation into college sports,"By Durso, Joseph",,5.65,3.0
741,Intelligent Business Alliances: How to Profit Using Today's Most Important Strategic Tool,"By Segil, Larraine"," Business & Economics , Development , Business Development",5.29,3.0
742,Porterhouse Blue,"By Sharpe, Tom"," Fiction , Literary",4.99,3.0
743,Paradigms: The Business of Discovering the Future,"By Barker, Joel Arthur"," Business & Economics , General",4.99,3.0
744,Cushions & Covers: A Step-By-Step Guide to Creative Soft Furnishings (Reader's Digest: Practical Home Decorating),"By Moore, Gina"," Crafts & Hobbies , Decorating",10.99,3.0
745,We Interrupt This Broadcast: Relive the Events That Stopped Our Lives...from the Hindenburg to the Death of Princess Diana (book with 2 audio CDs),"By Garner, Joe"," Performing Arts , Radio , General",5.42,3.0
746,Changing Places: Rebuilding Community in the Age of Sprawl,"By Moe, Richard and Wilkie, Carter"," Social Science , Sociology , General",5.29,3.0
747,Anne Frank : The Biography,"By Kimber, Rita (TRN), Kimber, Robert (TRN), and Muller, Melissa"," Biography & Autobiography , Historical",4.99,3.0
748,Muhammad: The messenger of God,"By Kelen, Betty",,5.29,3.0
749,The Elegant Onion: The Art of Allium Cookery,"By Cavage, Betty"," Cooking , General",19.95,3.0
750,Awakening Corporate Soul: Four Paths to Unleash the Power of People at Work,"By Izzo, John B. and Klein, Eric"," Business & Economics , Leadership",4.99,3.0
751,"WW II Air War : The Men, the Machines, the Missions","By Sanfelici, Arthur H. (editor)",,6.2,3.0
752,The Puzzles of Amish Life (People's Place Book No. 10),"By Kraybill, Donald B."," Social Science , Ethnic Studies , General",4.99,3.0
753,A Reason For Hope: Gaining Strength for Your Fight Against Cancer,"By Barry, Michael S."," Religion , Christian Life , Devotional",4.99,3.0
754,Exploring the Labyrinth: Making Sense of the New Spirituality,"By Drury, Nevill"," Body, Mind & Spirit , New Thought",4.99,3.0
755,Ending the Homework Hassle,"By Rosemond, John"," Family & Relationships , General",4.99,3.0
756,The Race for the Triple Crown,"By Drape, Joe"," Sports & Recreation , Horse Racing",4.99,3.0
757,Lewis and Clark: Doctors in the Wilderness,"By Paton, Bruce C., M.D."," History , United States , 19th Century",4.99,3.0
758,The Best Intentions,"By Bergman, Ingmar and Tate, Joan (TRN)"," Fiction , Literary",4.99,3.0
759,OFFICIAL GUIDE TO THE SMITHSONIAN,"By Smithsonian Institution (COR) and Hirzy, Ellen Cochran (EDT)",,5.29,3.0
760,Dale Earnhardt: 1951-2001,"By Moriarty, Frank"," Sports & Recreation , Motor Sports",4.99,3.0
761,"The Insiders' Guide to Civil War Sites in the Eastern Theater, 2nd","By Gleason, Michael P."," Travel , United States , General",4.99,3.0
762,The Mayor of Central Park,"By Avi and Floca, Brian (ILT)"," Juvenile Fiction , Historical , United States , 20th Century",4.99,3.0
763,Diary of an Arctic Year,"By Krasemann, Stephen J."," Nature , General",7.3,3.0
764,Don't Give It Away! : A Workbook of Self-Awareness and Self-Affirmations for Young Women,"By Vanzant, Iyanla and Wilcots, Almasi"," Self-help , Affirmations",4.89,3.0
765,One Day My Soul Just Opened Up: 40 Days and 40 Nights Toward Spiritual Strength and Personal Growth,"By Vanzant, Iyanla"," Religion , Inspirational",4.99,3.0
766,St. John's Wort,"By Rosenthal, Norman"," Health & Fitness , Herbal Medications",4.99,3.0
767,Long Road to Freedom: The Advocate History of the Gay and Lesbian Movement (Stonewall Inn Editions),"By Thompson, Mark (EDT)"," Social Science , General",7.03,3.0
768,"Escape Your Shape: How to Work Out Smarter, Not Harder","By Jackowski, Edward J., Ph.D. and Jeffers, Youzell (ILT)"," Health & Fitness , Exercise , General",4.99,3.0
769,Pony Express Christmas,"By Brouwer, Sigmund"," Fiction , Religious",5.29,3.0
770,Christmas Decorations from Williamsburg's Folk Art Collection,By Abby Aldrich Rockefeller Folk Art Museum," House & Home , General",4.99,3.0
771,A Crafter's Book of Angels,"By Morgenthal, Deborah"," Crafts & Hobbies , General",5.29,3.0
772,Lockheed F-117A: Operation and Development of the Stealth Fighter,"By Sweetman, Bill and Goodall, James"," Political Science , General",5.29,3.0
773,Here: A Biography of the New American Continent,"By Depalma, Anthony"," Political Science , International Relations , General",5.81,3.0
774,Phonics (Step Ahead),"By Cole, Kathleen A."," Juvenile Nonfiction , Language Arts , General",4.99,3.0
775,The World of Silent Flight,"By WOLTERS, RICHARD A."," Technology & Engineering , General",6.0,3.0
776,Totline 1 2 3 Books ~ Simple Books To Make For Working With Young Children,"By Warren, Jean",,5.29,3.0
777,Songs from the Hills: An Intimate Look at Country Music,"By Von Matthiessen, Maria"," Music , Genres & Styles , Country & Bluegrass",10.99,3.0
778,Assessing Special Students: Strategies and Procedures,"By McLoughlin, J.A., Lewis, R.B.",,10.99,3.0
779,The transparent self,"By Jourard, Sidney M."," Psychology , General",5.29,3.0
780,Islands (Scientific American Library),"By Menard, H. W.",,10.99,3.0
781,The horn of plenty,"By Harvey, Peggy",,16.16,3.0
782,Home Away from Home,"By Woititz, Janet Geringer",,4.99,3.0
783,The Mammoth Cheese: A Novel,"By Holman, Sheri"," Fiction , Historical",4.99,3.0
784,"The Pearsall Guide to Successful Dog Training: Obedience ""from the Dog's Point of View""","By Pearsall, Margaret E."," Technology & Engineering , General",4.99,3.0
785,America-Watching: Perspectives in the Course of an Incredible Century,"By Johnson, Gerald White"," History , United States , General",5.95,3.0
786,"People Power: How to Create a Lifetime Network for Business, Career, and Personal Advancement","By Fisher, Donna"," Business & Economics , Careers , General",5.29,3.0
787,"Half Empty, Half Full: Understanding the Psychological Roots of Optimism","By Vaughan, Susan C."," Psychology , Emotions",5.29,3.0
788,The Sooners,"By Willoughby, Lee Davis"," Fiction , General",4.99,3.0
789,Finding Birds in the National Capital Area,"By Wiilds, Claudia"," Science , Life Sciences , Zoology , General",5.29,3.0
790,Decatur house and its inhabitants,"By Beale, Marie Oge",,5.67,3.0
791,Holy Siege: The Year That Shook Catholic America,"By Briggs, Kenneth A."," Religion , General",10.99,3.0
792,Guilty: The Collapse of Criminal Justice,"By Rothwax, Harold J."," Law , Criminal Law , General",4.99,3.0
793,Wings Like Eagles,By Paul A. Schweizer," Transportation , Aviation , History",5.0,3.0
794,Big Trouble: A Murder in a Small Western Town Sets Off a Struggle for the Soul of America,"By Lukas, J. Anthony"," History , United States , 20th Century",8.79,3.0
795,The Legal & Regulatory Environment of Business,"By Corley, Robert N. (EDT)"," Business & Economics , General",10.99,3.0
796,Life in a Medieval Castle,"By Gies, Joseph"," History , Europe , Medieval",4.99,3.0
797,Branch Rickey's Little Blue Book: Wit and Strategy from Baseball's Last Wise Man,"By Monteleone, John J. and Rickey, Branch"," Sports & Recreation , Baseball , History",5.29,3.0
798,Music Machines American Style; A Catalog of the Exhibition,"By Hoover, Cynthia A",,6.79,3.0
799,What Just Happened: A Chronicle from the Information Frontier,"By Gleick, James"," Computers , General",5.29,3.0
800,"If You Leave Me, Can I Come Too?","By Heimel, Cynthia"," Social Science , General",5.29,3.0
801,Mississippi Memories: Classic American Cooking from the Heartland to the Mississippi Bayou,"By Rodgers, Rick and Delta Queen Steamboat Co."," Cooking , General",5.41,3.0
802,Pioneering Ascents,"By Mazel, David (EDT)"," Sports & Recreation , Mountaineering",5.37,3.0
803,"Feed a Cold, Starve a Fever: A Dictionary of Medical Folklore","By Rinzler, Carol Ann"," Social Science , General",5.29,3.0
804,The Chiangs of China,By Elmer T. Clark,,15.4,3.0
805,"Antaeus: No. 69, Fall, 1992","By Halpern, Daniel (EDT)"," Poetry , American , General",4.99,3.0
806,The International Encyclopedia of Aviation,By Rh Value Publishing,,9.82,3.0
807,A companion guide to the Royal Castle in Warsaw,By Jerzy Lileyko,,5.29,3.0
808,The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,"By Lerner, Harriet Goldhor"," Psychology , Interpersonal Relations",5.29,3.0
809,"Kasparov Vs. Karpov, 1990 (Cadogan Chess Books)","By Kasparov, Garry K."," Games , Chess",4.99,3.0
810,Wits and Sages,"By Grauer, Neil A.",,4.99,3.0
811,Training the Perfect Puppy: A New Owner's Guide,"By Prisco, Andrew De and De Prisco, Andrew"," Pets , Dogs , Breeds",4.99,3.0
812,Bubbles Ablaze,"By Strohmeyer, Sarah"," Fiction , Mystery & Detective , Women Sleuths",8.79,3.0
813,The Third Sister: A Continuation of Jane Austen's Sense and Sensibility,"By Barrett, Julia"," Fiction , General",4.99,3.0
814,Sociology: A Down-To-Earth Approach,"By Henslin, James M."," Social Science , Research",7.69,3.0
815,Breads: Step-by-Step Techniques,"By Ed, Sunset",,5.29,3.0
816,"Death Benefit: A Lawyer Uncovers a 20-year Pattern of Seduction, Arson and Murder","By Heilbroner, David and Keeney, Steven"," Social Science , General",5.64,3.0
817,Making War,"By Lehman, John"," Law , General",4.99,3.0
818,Beyond Survival: New Directions for the Disarmament Movement,"By Albert, Michael (EDT) and Dellinger, Dave (EDT)"," Political Science , International Relations , Arms Control",5.03,3.0
819,The Grand Tradition: British Art from Amherst College,"By Trapp, Frank",,4.99,3.0
820,Surprise Party,"By Katz, William"," Fiction , General",4.99,3.0
821,The Family Contract: A Blueprint for Successful Parenting,"By Leftin, Howard I.",,5.29,3.0
822,Real World Illustrator 8 (2nd Edition),"By McClelland, Deke and McClelland, Daniel"," Computers , Computer Graphics",8.93,3.0
823,Machine Embroidery (The Potter Needlework Library),"By Burgess, Linda (PHT), Carter, Clare, and Clare, Carter"," Crafts & Hobbies , Needlework , Embroidery",5.29,3.0
824,Dressed to Grill: Savvy Recipes for Girls Who Play with Fire,"By Morgan, Diane, Brooks, Karen, Darmon, Reed, and Adams, Beth (ILT)"," Cooking , Methods , Outdoor",5.29,3.0
825,Motherhood: The Second Oldest Profession,"By Bombeck, Erma"," Social Science , General",4.99,3.0
826,Shadow Money,"By Effinger, George Alec"," Fiction , General",32.95,3.0
827,The Book of the Month: Sixty Years of Books in American Life,"By Silverman, Al (EDT)"," Literary Criticism , General",4.99,3.0
828,"The New Grove Second Viennese School: Schoenberg, Webern, Berg","By Griffiths, Paul, Neighbour, Oliver, and Perle, George"," Music , Genres & Styles , Classical",5.29,3.0
829,F. Scott Fitzgerald (Literary Lives),"By Mizener, Arthur"," Biography & Autobiography , Literary",4.99,3.0
830,The Research Universities and Their Patrons,"By Rosenzweig, Robert M."," Social Science , Sociology , General",4.99,3.0
831,Sams' Teach Yourself Upgrading and Fixing PCs in 24 Hours (Teach Yourself in 24 Hours Series),"By Grimes, Galen"," Computers , Hardware , Personal Computers , PCs",5.39,3.0
832,8-Color Country Cross-Stitch,"By Stevenson, Sarah"," Crafts & Hobbies , Sewing",4.99,3.0
833,Living With Cannibals And Other Womens Adventures,"By Slung, Michele and Lindbergh, Reeve (INT)"," Travel , Special Interest , Adventure",5.29,3.0
834,A Time of Our Choosing: America's War in Iraq,"By Purdum, Todd S."," History , Military , Iraq War (2003-2011)",5.47,3.0
835,Rewriting History,"By Morris, Dick and McGann, Eileen"," Political Science , Political Process , General",10.75,3.0
836,A journey through Oz: The business leaders road map to tracking information technology assets,"By Jesse, Chris",,4.99,3.0
837,Girls! Girls! Girls!:  Essays on Women and Music,"By Cooper, Sarah (EDT)"," Social Science , Popular Culture",4.99,3.0
838,The Soul of Golf,"By Hallberg, William"," Sports & Recreation , Golf",4.99,3.0
839,Surviving Schizophrenia: A Family Manual,"By Torrey, E. Fuller",,5.29,3.0
840,Restoring Hope: Conversations on the Future of Black America,"By West, Cornel and Sealey, Kelvin Shawn"," Social Science , Ethnic Studies , African American Studies",5.29,3.0
841,Sidelines: Behind the Scenes of America's Favorite Sport,"By Higgs, Ben",,10.99,3.0
842,"Love Awaits: African-American Women Talk about Sex, Love, and Life","By Long, Courtney"," Social Science , LGBT Studies , Lesbian Studies",4.99,3.0
843,Italian Days,"By Harrison, Barbara Grizzuti"," Travel , Essays & Travelogues",5.64,3.0
844,A Romance of the Equator: The Best Fantasy Stories of Brian W. Aldiss,"By Aldiss, Brian Wilson"," Fiction , Science Fiction , General",29.29,3.0
845,China After Mao (Princeton Legacy Library),"By Barnett, A. Doak (EDT)"," History , General",4.99,3.0
846,Universal Foam: From Cappuccino to the Cosmos,"By Perkowitz, Sidney"," Science , Physics",5.29,3.0
847,The Leading Edge,"By Boyne, Walter J."," Transportation , Aviation , History",9.89,3.0
848,John Clancy's Christmas Cookbook,"By Clancy, John"," Cooking , General",5.29,3.0
849,Classics of Jewish Literature,"By Lieberman, Leo and Beringause, Arthur F."," Language Arts & Disciplines , Rhetoric",9.89,3.0
850,Star Attraction Bulletin Boards (Troll Teacher Ideas),"By Rutmand, Shereen Gertel"," Education , Teaching Methods & Materials , General",5.29,3.0
851,Vocabulary Development: Grade 6 (Basics First),By Vicky Shiotsu,,4.99,3.0
852,West With The Night,"By Markham, Beryl"," Technology & Engineering , Aeronautics & Astronautics",4.99,3.0
853,Student Success Secrets (Barron's Educational Series),"By Jensen, Eric and McPherson, Charles (ILT)",,5.29,3.0
854,Dragons Teeth,"By Young, John Robert"," Political Science , General",6.6,3.0
855,I Feel Great and You Will Too!: An Inspiring Journey of Success with Practical Tips on How to Score Big in Life,"By Cosby, Bill (FRW), Croce, Pat, and Lyon, Bill"," Business & Economics , Motivational",4.99,3.0
856,How Is My Second Grader Doing In School? What to Expect and How to Help,"By Raymer, Dottie, Jacobson, Jennifer, and Parent-Teacher Advisory Board (COR)"," Education , Testing & Measurement",5.29,3.0
857,How to Get a Business Loan,"By Mancuso, Joseph R."," Business & Economics , General",5.29,3.0
858,"Why Me?: Coping With Grief, Loss and Change","By Krauss, Pesach"," Religion , General",5.29,3.0
859,The Snake-stone,"By Doherty, Berlie",,5.29,3.0
860,Empowering Technology: Implementing a U.S. Strategy,"By Branscomb, Lewis M. (EDT)"," Technology & Engineering , Social Aspects",5.29,3.0
861,The Runaway: A Novel,"By Kay, Terry"," Fiction , African American , Historical",4.99,3.0
862,Remediating Reading Disabilities: Simple Things That Work,"By Cook, Jimmie"," Language Arts & Disciplines , General",7.49,3.0
863,The White-Flower-Farm garden book,"By Pettingill, Amos",,5.29,3.0
864,Sky Woman Falling,"By Mitchell, Kirk"," Fiction , Mystery & Detective , Hard-Boiled",5.29,3.0
865,Art of the Gold Rush,"By National Museum of American Art (U. S.) (COR), Driesbach, Janice Tolhurst, Jones, Harvey, Holland, Katherine Church, Oakland Museum (COR), and Crocker Art Museum (COR)"," Art , Folk & Outsider Art",4.99,3.0
866,The Birdcage Book: Antique Birdcages for Contemporary Collector,"By Garisto, Leslie"," Antiques & Collectibles , General",4.99,3.0
867,The Argument Culture: Moving from Debate to Dialogue,"By Tannen, Deborah"," Psychology , Interpersonal Relations",4.99,3.0
868,Lincoln and Slavery,"By Burchard, Peter"," Young Adult Fiction , Historical , United States , General",5.3,3.0
869,"Biology: Evolution, Diversity...",By Mader,,8.77,3.0
870,William Faulkner: First Encounters,"By Brooks, Cleanth"," Literary Criticism , American , General",4.99,3.0
871,Feminism and Psychoanalytic Theory,"By Chodorow, Nancy J."," Social Science , Feminism & Feminist Theory",5.29,3.0
872,Moral Freedom: The Search for Virtue in a World of Choice,"By Wolfe, Alan"," Philosophy , Ethics & Moral Philosophy",5.29,3.0
873,Western Junior League Cookbook,"By Seranne, Ann"," Cooking , Regional & Ethnic , American , Western States",5.08,3.0
874,Charles: The untold story,"By Benson, Ross",,5.54,3.0
875,Better Homes and Gardens Household Hints and Tips,By Better Homes and Gardens Books," House & Home , General",10.99,3.0
876,Some Times in America,"By Chancellor, Alexander"," Biography & Autobiography , Literary",4.99,3.0
877,Christmas Treasures: Christmas Cookies,"By Hale, Gloria (EDT)"," Cooking , Courses & Dishes , Cookies",4.99,3.0
878,The Perfect Christmas,"By Magruder, Anne (EDT)"," Cooking , Holiday",5.29,3.0
879,"Making Cents: Every Kid's Guide to Money : How to Make It, What to Do With It","By Wilkinson, Elizabeth"," Juvenile Nonfiction , General",5.29,3.0
880,Phonics 2: Sound Patterns : Preschool and K (Brighter Child),"By American Education Publishing, American",,5.29,3.0
881,A Woman's Worth,"By Williamson, Marianne"," Self-help , Personal Growth , Self-Esteem",4.99,3.0
882,100 Greatest Pitchers,"By Kelley, Brent",,10.99,3.0
883,WHAT YOUR 3RD GRADER NEEDS TO KNOW (Core Knowledge Series),"By Hirsch, E. D. (EDT)"," Education , Home Schooling",8.79,3.0
884,Zucchini Pumpkins and Squash OP (Artful Kitchen),"By Stang, Kathleen Desmond"," Cooking , Vegetarian",5.29,3.0
885,Mac OS X Hacks: 100 Industrial-Strength Tips & Tricks,"By Dornfest, Rael and Hemenway, Kevin"," Computers , Security , General",5.29,3.0
886,Blast from the Past: A Novel (Kinky Friedman Novels),"By Friedman, Kinky"," Fiction , Action & Adventure",4.99,3.0
887,Gymnastics Balancing Acts,"By Lessa, Christina"," Sports & Recreation , Gymnastics",5.47,2.0
888,Castaways of the Flying Dutchman,"By Jacques, Brian and Schoenherr, Ian (ILT)"," Young Adult Fiction , Fantasy , General",4.99,2.0
889,Beast,"By Benchley, Peter"," Fiction , Horror",10.99,2.0
890,Star Bright: A Christmas Story,"By Greeley, Andrew M."," Fiction , General",4.99,2.0
891,Phonics Short Vowels,"By Gregorich, Barbara",,5.29,2.0
892,Creating Space without Adding on,"By Jones, Jack P.",,5.29,2.0
893,Mapping the Next Millennium: The Discovery of New Geographies,"By Hall, Stephen S."," Science , General",5.94,2.0
894,Baby Science: How Babies Really Work!,"By Douglas, Ann"," Juvenile Nonfiction , Science & Nature , Anatomy & Physiology",4.99,2.0
895,Instant Decor (Decorating Made Easy),"By Sheridan, Judy",,8.79,2.0
896,How to Get Straight A's in School and Have Fun at the Same Time,"By Green, Gordon W."," Study Aids , Study & Test-Taking Skills",4.99,2.0
897,American Family Treasury,By Ideals Publications Inc," Family & Relationships , General",10.99,2.0
898,"Breakthroughs (The Great War, Book 3)","By Turtledove, Harry"," Fiction , Action & Adventure",6.12,2.0
899,"The Widow of Larkspur Inn (The Gresham Chronicles, Book 1)","By Blackwell, Lawana"," Fiction , Romance , Historical , General",5.29,2.0
900,Lincoln's Little War: How His Carefully Crafted Plans Went Astray,"By Garrison, Webb B."," History , United States , Civil War Period (1850-1877)",5.29,2.0
901,Exploring Europe by Boat: A Practical Guide to Water Travel in Europe,"By Rogers, Barbara Radcliffe and Rogers, Stillman"," Travel , General",4.99,1.0
902,"CCNA Routing and Switching Exam Cram, Second Edition (Exam: 640-507)","By Waters, Jason T., Rees, Matthew J., and Coe, Jeffrey T."," Computers , Networking , Network Protocols",5.41,1.0
903,Celebrities and Their Angels,"By Montandon, Pat"," Body, Mind & Spirit , General",4.99,1.0
904,Lydia Cassatt Reading the Morning Paper,"By Chessman, Harriet Scott"," Fiction , Literary",5.29,1.0
905,Ohio Angels: A Novel,"By Chessman, Harriet Scott"," Fiction , Literary",4.99,1.0
906,Now What Can I Do?,"By Sweet, Melissa (ILT) and Bridges, Margaret Park"," Juvenile Fiction , Social Themes , Values & Virtues",5.29,1.0
907,Heavenly Date and Other Flirtations,"By McCall Smith, Alexander"," Fiction , Short Stories (single author)",5.29,1.0
908,Great grilling: Easy & elegant entertaining all year round,"By Davis, Hillary",,5.88,1.0
909,9 Innings With Cal Ripken Jr.,"By Weaver, Earl and Rodriguiz, Alex"," Biography & Autobiography , Sports",6.0,1.0
910,A Woman's Book of Strength,"By Andes, Karen"," Health & Fitness , Women's Health",5.29,1.0
911,"The Ethnic Myth: Race, Ethnicity, and Class in America","By Steinberg, Stephen",,4.99,1.0
912,Anyway: The Paradoxical Commandments: Finding Personal Meaning in a Crazy World,"By Keith, Kent M."," Religion , Christian Living , General",4.99,1.0
913,Conversations About Bernstein,"By Burton, William Westbrook (EDT)"," Music , Reference",5.29,1.0
914,"North Carolina Beaches: A Visit to National Seashores, State Parks, Ferries, Public Beaches, Wildlife Refuges, Historic Sites, Lighthouses, Boat Ramps and Docks, Museums, and","By Morris, Glenn and Glenn, Morris"," Travel , United States , South , South Atlantic (DC, DE, FL, GA, MD, NC, SC, VA, WV)",5.38,1.0
915,A Singular Devotion: 366 Portraits of Singles Who Have Changed the World,"By Smith, Harold Ivan"," Religion , General",5.29,1.0
916,Secret Language of the Soul: A Visual Exploration of the Spiritual World,"By Hope, Jane"," Religion , General",4.99,1.0
917,Mastering Graphics: Design and Production Made Easy,"By White, Jan",,5.58,1.0
918,Panmunjom: Facts about the Korean DMZ,By Wayne A Kirkbride,,5.29,1.0
919,Indispensable Cat,"By Suares, Jean-Claude"," Pets , Cats , General",7.2,1.0
920,Teach Yourself Cgi Programming With Perl 5 in a Week (Teach Yourself Series),"By Herrmann, Eric"," Computers , Data Transmission Systems , General",10.99,1.0
921,Zumikon Residence,"By Gwathmey, Charles (EDT) and Gwathmey Siegel & Associates Architects (COR)"," Architecture , Individual Architects & Firms , General",5.35,1.0
922,A Rendezvous With Death,"By Boyd, Bill"," Fiction , General",5.29,1.0
923,The egg-shaped thing,"By Hodder-Williams, Christopher",,4.99,1.0
924,Wild Meat and the Bully Burgers (Harvest Book),"By Yamanaka, Lois-Ann"," Fiction , General",4.99,1.0
925,Word,"By Felske, Coerte V. W."," Fiction , General",4.99,1.0
926,The Brown Parrots of Providencia,"By Allen, Fergus"," Poetry , General",4.99,1.0
927,Total Eclipse,"By Hampton, Christopher"," Performing Arts , General",4.99,1.0
928,Mr. Whittier,"By Vining, Elizabeth Gray",,16.16,1.0
929,The Bottom Line Is Murder (A Viking Novel of Mystery and Suspense),"By Eversz, Robert"," Fiction , Mystery & Detective , General",5.29,1.0
930,The Four Seasons Spa Cuisine,"By Renggli, Seppi"," Cooking , General",10.99,1.0
931,Terence Conran's do-it-yourself with style: [over thirty original designs for every room in your home],"By Conran, Terence",,7.36,1.0
932,Infinite Vistas: New Tools for Astronomy,"By Cornell, James (EDT) and Carr, John (EDT)",,5.36,1.0
933,Harley Davidson Rolling Sculpture,"By Mitchel, Doug",,7.25,1.0
934,Life Lines: Holding on (and Letting Go),"By Church, F. Forrester"," Religion , Inspirational",5.29,1.0
935,The Elfreth Book of Letters,"By Hodge, Susan Winslow (EDT)"," Social Science , General",4.99,1.0
936,Starting to Draw (Artist's Painting Library),"By Blake, Wendon"," Art , Techniques , Drawing",4.99,1.0
937,The Story of the Bible,"By Pingry, Patricia A."," Religion , General",4.99,1.0
938,"Arabs, Christians, Jews: They want peace now!","By Hefley, James C.",,7.8,1.0
939,At War with Ourselves: Why America Is Squandering Its Chance to Build a Better World,"By Hirsh, Michael"," Political Science , Security (National & International)",4.99,1.0
940,Nijinski,"By Brighton, Catherine"," Juvenile Nonfiction , General",5.29,1.0
941,Israel After Begin: Israel's Options in the Aftermath of the Lebanon War,"By Gavron, Daniel",,6.19,1.0
942,Caring for Cats,"By Morris, Andrew"," Pets , Cats , General",5.39,1.0
943,A City on the River,"By MacLeish, Roderick"," Fiction , General",10.99,1.0
944,"New World archaeology: theoretical and cultural transformations;: Readings from Scientific American,","By Zubrow, Ezra B. W., etc., Fritz, Margaret C.",,4.99,1.0
945,Go for the Goal: Motivational Stories about Men of Achievement,"By Partner, Daniel"," Religion , Inspirational",5.29,1.0
946,The Illustrated Lark Rise to Candleford: A Trilogy by Flora Thompson,"By Thompson, Flora and Shuckburgh, Julian",,10.99,1.0
947,The Artist As Native: Reinventing Regionalism,"By Gussow, Alan"," Art , General",5.29,1.0
948,Solving Patient Problems: Ambulatory Care (Clerkship Series),"By Bowman, Marjorie A. (EDT) and Fisher, Judith A. (EDT)"," Medical , Reference",5.29,1.0
949,"Human evolution;: An introduction to man's adaptations,","By Campbell, Bernard G",,5.88,1.0
950,Dead Men Don't Marry,"By Sucher, Dorothy"," Fiction , General",13.13,1.0
951,John Stanislaus Joyce: The Voluminous Life and Genius of James Joyce's Father,"By Costello, Peter and Jackson, John Wyse"," Biography & Autobiography , Literary",10.99,1.0
952,To love a stranger,"By Paul, Barbara"," Fiction , Mystery & Detective , General",27.83,1.0
953,The Second Shift,"By Hochschild, Arlie Russell and Machung, Anne"," Social Science , Women's Studies",5.29,1.0
954,American Wine (No. 80782),"By Meisel, Anthony C."," Cooking , General",8.79,1.0
955,Marlene: An Intimate Photographic Memoir,"By Liberman, Alexander",,8.79,1.0
956,Legacy of the Cat,"By Stephens, Gloria and Yamazaki, Tetsu (PHT)",,5.53,1.0
957,Food--Your Miracle Medicine,"By Carper, Jean"," Health & Fitness , Homeopathy",4.99,1.0
958,Joe Morgan: A Life in Baseball,"By Falkner, David and Morgan, Joe",,8.0,1.0
959,"The Age of Exuberance 1550-1700 (Making of Britain, 1066-1939)","By Reed, Michael A.",,5.67,1.0
960,Good Earth & Country Cooking,"By Groff, Betty",,5.58,1.0
961,King of the Gypsies,"By Maas, Peter",,7.09,1.0
962,Cross-country ski waxing and maintenance,"By Williams, Wendy",,4.99,1.0
963,Hot Hips and Fabulous Thighs: Look Great in Just 6 Weeks,"By Darden, Ellington"," Health & Fitness , Diet & Nutrition , Weight Loss",5.29,1.0
964,Deserts: Miracle of Life,"By Flegg, Jim"," Science , Earth Sciences , General",10.99,1.0
965,"The Book Lover's Guide to Washington, D.C.","By Phalen, Lane",,5.29,1.0
966,Hour of the Manatee (Tony Lowell Mysteries),"By Ayres, E. C."," Fiction , General",5.29,1.0
967,Jim Coleman's Flavors,"By Harrisson, John, Coleman, Jim, and Hagan, Candace"," Cooking , Regional & Ethnic , American , General",5.88,1.0
968,"Homelands and Waterways: The American Journey of the Bond Family, 1846-1926","By Alexander, Adele Logan"," Biography & Autobiography , Cultural Heritage",19.25,1.0
969,"Wilson's Ghost: Reducing the Risk of Conflict, Killing, and Catastrophe in the 21st Century","By McNamara, Robert S. and Blight, James G."," History , Military , General",4.99,1.0
970,Civil Wars: A Battle for Gay Marriage,"By Moats, David"," Political Science , Civil Rights",5.89,1.0
971,Jane Austen (Literary Lives Series),"By Laski, Marghanita"," Biography & Autobiography , Literary",5.29,1.0
972,Better Homes and Gardens Annual Recipes 1998,"By Bh, G",,6.54,1.0
973,This Side of Brightness,"By McCann, Colum"," Fiction , General",4.99,1.0
974,Whitey & the Colt-Killer,"By Rounds, Glen",,4.99,1.0
